,Datetime,Tweet Id,Content,Location,Retweeted Tweet,Retweeted Count,Like Count,Hashtags,Follower Count,Verified User
0,2020-12-09 20:38:13+00:00,1336772160438747136,"Foreign envoys laud India's #COVID-19 vaccine development programme

#Vaccin #VaccineSummit 
 https://t.co/ToGrSUGolD","Hyderabad, New Delhi, Ballia",,0,1,"['COVID', 'Vaccin', 'VaccineSummit']",3477,False
1,2020-12-09 20:21:13+00:00,1336767882773008387,#AndhraPradesh reports 618 new #COVID-19 cases https://t.co/5K5JbaiBSC,"Hyderabad, New Delhi, Ballia",,1,1,"['AndhraPradesh', 'COVID']",3477,False
2,2020-12-09 18:40:21+00:00,1336742498224332800,Hats off to the creator: Great illustration highlighting the incredible role played by the medical fraternity in the war agst #COVID https://t.co/5dcq2Vksal,"Bengaluru, India",,2,5,['COVID'],4101,True
3,2020-12-09 17:17:26+00:00,1336721630374981632,"@kritisanon 
(1) paracetamol 500 
(2) vitamin C
(3) Azithromycin 

You will get relief from these medicines Because I also had corona, this drug is called 5 days. And now i feel good.

#COVID19
#depression #KritiSanon @TwitterIndia #COVID","Vadodara Gujarat, India",,0,1,"['COVID19', 'depression', 'KritiSanon', 'COVID']",317,False
4,2020-12-09 17:16:00+00:00,1336721269492834304,"@kritisanon (1) paracetamol 500 
(2) vitamin C
(3) Azithromycin 

You will get relief from these medicines Because I also had corona, this drug is called 5 days. And now i feel good.

#COVID19
#depression #KritiSanon @TwitterIndia #COVID","Vadodara Gujarat, India",,0,1,"['COVID19', 'depression', 'KritiSanon', 'COVID']",317,False
5,2020-12-09 16:13:01+00:00,1336705421059485697,"✨🔱 AVAILABLE FOR RENT🔱 ✨
   🇦🇪 MERCEDES-BENZ C200 🇦🇪

We will let you experience the best ride of cars at best rates here on Dubai. What are you waiting for BOOK NOW! ( https://t.co/b77imevFz2 )

#Dubai #wednesdaythought #COVID__19 #COVID #photography #WednesdayMotivation https://t.co/UUfZBjgzYR","Dubai, United Arab Emirates",,0,0,"['Dubai', 'wednesdaythought', 'COVID__19', 'COVID', 'photography', 'WednesdayMotivation']",2,False
6,2020-12-09 15:58:39+00:00,1336701805380608002,"As if confusion regarding its symptoms, signs, diagnosis was not enough....this is just too much 🧐 #COVID #COVID19Vaccine @Gautaamm @aparanjape @maheshk1199 @docyogi1 @AvinashBhondwe @docbhooshan #Pune https://t.co/gT1TCkhBIA",Pune,,4,12,"['COVID', 'COVID19Vaccine', 'Pune']",734,False
7,2020-12-09 14:26:30+00:00,1336678615916945408,"@ImranKhanPTI After #covid, I suggest @GovtofPakistan to launch a planned international media campaign for positioning Pakistan as one of the best tourist spots.",Pakistan,,0,0,['covid'],1337,False
8,2020-12-09 14:02:00+00:00,1336672446343090182,Most wellcome All. #PoliceNews #COVID19 #GujaratPolice #indian #viral #COVID #viralvideo #ahmadabadpolice #AhmedabadCurfew #ips #policeparivar #ips_national_service #ips #paper #workonpaper #monochrome #minimal #minimalism #abstractpaintings #instaabatract #abstractartist https://t.co/qF2PLASfmu,Ahmedabad Gujarat India,,0,9,"['PoliceNews', 'COVID19', 'GujaratPolice', 'indian', 'viral', 'COVID', 'viralvideo', 'ahmadabadpolice', 'AhmedabadCurfew', 'ips', 'policeparivar', 'ips_national_service', 'ips', 'paper', 'workonpaper', 'monochrome', 'minimal', 'minimalism', 'abstractpaintings', 'instaabatract', 'abstractartist']",5162,False
9,2020-12-09 13:06:21+00:00,1336658445320204292,"Comparison of incidence of #COVID in those who received the @pfizer vaccine (blue) versus those who received placebo (red). 

Plain to see that the vaccine works. 
Huge accomplishment to get this done so quickly. https://t.co/rT1d1dt5Pz",Lahore ,,3,23,['COVID'],8116,False
10,2020-12-09 12:17:20+00:00,1336646106948620289,"We at Dental World pledge to keep you and us Safe!
Because we Care.

Have a look:
https://t.co/imOgVDIHkl
.
.
.
.
.
.
.
.
.
#COVID #covidprotection #dentalworldkolkata #dentistry #coviddentistry #COVID19 #covidmeasures","Kolkata, India",,0,0,"['COVID', 'covidprotection', 'dentalworldkolkata', 'dentistry', 'coviddentistry', 'COVID19', 'covidmeasures']",69,False
11,2020-12-09 09:27:59+00:00,1336603488017498113,"Remind your loved ones to “Stay Home, Stay Safe”

#COVID19 #Malaysia #MyiTimes #Love #Happy #Covid https://t.co/2ledHgzMLh","Kuala Lumpur, Malaysia",,0,1,"['COVID19', 'Malaysia', 'MyiTimes', 'Love', 'Happy', 'Covid']",29603,False
12,2020-12-09 08:39:52+00:00,1336591382081925120,"#COVID is mean, it hits u real hard !!
😟","Gurgaon, India",,0,4,['COVID'],30410,True
13,2020-12-09 06:49:03+00:00,1336563491805814784,"Morocco 🇲🇦, Hungary 🇭🇺 Sign Agreement on Medical Industry Cooperation
#Morocco #Maroc #المغرب #Hungary #COVID #COVID19 #Africa #NorthAfrica  https://t.co/t39THivLv0","Abu Dhabi, United Arab Emirate",,0,0,"['Morocco', 'Maroc', 'المغرب', 'Hungary', 'COVID', 'COVID19', 'Africa', 'NorthAfrica']",373,False
14,2020-12-09 04:25:26+00:00,1336527350431768579,"K'taka: Booths, ID cards part of vaccination drive.

#Vaccination booths — like polling stations during #Elections — will be set up for conducting the drive against #Covid and people must produce a government-recognized identity proof before getting the shot.
#CoronaUpdates https://t.co/Ly3s5AGuFZ","Mysore, India",,0,5,"['Vaccination', 'Elections', 'Covid', 'CoronaUpdates']",1358,False
15,2020-12-09 04:18:02+00:00,1336525488047575045,"https://t.co/AFQ7r3iggw
Those vaccinated against Covid-19 may still need to wear masks: Here's why
#COVID19 #MaskUp #vaccinations #VaccinoAntiCovid #VaccinoAntiCovid #COVID #MasksSaveLives #CovidVaccine",भारत,,0,0,"['COVID19', 'MaskUp', 'vaccinations', 'VaccinoAntiCovid', 'VaccinoAntiCovid', 'COVID', 'MasksSaveLives', 'CovidVaccine']",452,False
