,Datetime,Tweet Id,Content,Location,Retweeted Tweet,Retweeted Count,Like Count,Hashtags,Follower Count,Verified User
0,2021-03-05 21:57:40+00:00,1367957511370809344,"For all the vaccines we're gifting to other nations, I doubt our turn for the #covid #vaccine will come by even in 2021.The hardworking,taxpaying,honest citizens, us!The future of the nation, young economy engines,the blah blah blah! The effin' stress will give me comorbidities.","New Delhi, India",,0,0,"['covid', 'vaccine']",337,False
1,2021-03-05 21:49:47+00:00,1367955527829835778,"2020 - When the eldest member of family is contracted with #COVID and Doctor grandson has to enter ICU without Hazmat suit and mask because familiarity seems better medicine than anything else

2021 - Feeling of oneness and vivid vision for tomorrow with 4 #COVIDWarriors in house https://t.co/RmRXsCsdko",Surat,,0,45,"['COVID', 'COVIDWarriors']",8504,False
2,2021-03-05 19:33:53+00:00,1367921326179168265,"I really like #Iraqis. They're in the #hospital with #COVID19 and they don't give a d??n about #life! They're just #singing and #enjoying themselves 😂😂😂😂.
#writing_out_loud #Trending #enjoylife #havefun #COVID #Covishield https://t.co/QuDI8luKTa",Jubail Industrial City,,0,1,"['Iraqis', 'hospital', 'COVID19', 'life', 'singing', 'enjoying', 'writing_out_loud', 'Trending', 'enjoylife', 'havefun', 'COVID', 'Covishield']",436,False
3,2021-03-05 17:14:01+00:00,1367886127282069505,"Karnataka had 677 new #COVID cases and 4 deaths on Thurs. B'luru had 444 covid cases and 2 of those deaths. Tests: 78807 +vity rate: 0.85%
 @ChitraSundaram7 @scooban @Amit_A_Tiwari @dr_asr @SunithaNahar @sun_usind","Bengaluru, India",,7,11,['COVID'],4109,True
4,2021-03-05 16:50:42+00:00,1367880259979284480,#BREAKING : EC asks health ministry to remove PM Modi’s image from #COVID certificates in poll-bound states after TMC complaint,"Abul Fazal Enclave, New Delhi",,0,0,"['BREAKING', 'COVID']",449,False
5,2021-03-05 15:49:21+00:00,1367864818267488256,Doughnut Macarons small for RM100 https://t.co/P2ETryIPJY on #carousell #covid #carimakan #preloved,"Kuala Lumpur, Wilayah Persekut",,0,0,"['carousell', 'covid', 'carimakan', 'preloved']",18,False
6,2021-03-05 14:06:50+00:00,1367839019011166213,"#Maharashtra records a jump of over 10,000 #COVID cases in a day. Almost 1,200 cases detected in #Mumbai in a 24-hour period. 

#Corona #COVID19 #COVIDー19 #coronavirus https://t.co/9NU5saSv0b",Mumbai,,1,2,"['Maharashtra', 'COVID', 'Mumbai', 'Corona', 'COVID19', 'COVIDー19', 'coronavirus']",6151,False
7,2021-03-05 11:21:51+00:00,1367797502653603841,"#COVID test given and now awaiting the results... Preparing before the much awaited #Travel 

Taking all precautions and safety measures so I could be safe and ensure safety of people around me with my actions as I #TravelwithSrikanth https://t.co/q0d81odwTd",India,,0,1,"['COVID', 'Travel', 'TravelwithSrikanth']",494,False
8,2021-03-05 10:42:15+00:00,1367787535502565378,"My new mask comes with a warning in urdu and I love it 😹😷. 
#COVID #MaskUp 
#Pakistan https://t.co/NYe17LFnLC",Toronto | Islamabad,,0,3,"['COVID', 'MaskUp', 'Pakistan']",263,False
9,2021-03-05 10:08:09+00:00,1367778955923689473,https://t.co/ObrKYN9QgA Subscribe to our channel for more interesting videos #covid #coronavirus,"Dubai, United Arab Emirates",,0,0,"['covid', 'coronavirus']",261,False
