,Datetime,Tweet Id,Content,Location,Retweeted Tweet,Retweeted Count,Like Count,Hashtags,Follower Count,Verified User
0,2021-08-13 23:53:16+00:00,1426331046677782531,"“In #Yemen’s north, Houthi rebels face #COVID with outright denial” Acc to @haaretzcom 

https://t.co/WXlDMPqQtx https://t.co/WxLnv9OAuH",Yemen,,1,1,"['Yemen', 'COVID']",1239,False
1,2021-08-13 22:34:18+00:00,1426311174526623746,"Flight/passenger movement at #AAI #Imphal #Airport on 13.08.2021

Total 22 #flight movements:
No. of #arrivals-11
No. of #departures-11
No. of ARR pax-790
No. of DEP pax-891
All #covid protocols &amp; safety precautions are in place during flight operations.@aairedner @AAI_Official https://t.co/LnVs3fxjB5","Imphal, India",,0,1,"['AAI', 'Imphal', 'Airport', 'flight', 'arrivals', 'departures', 'covid']",692,True
2,2021-08-13 18:36:47+00:00,1426251401878032385,"Morocco 🇲🇦 Receives 600,000 Doses of the Pfizer Vaccine Today 💉 💉 💉 
#Morocco #Maroc #المغرب #Africa #NorthAfrica #pandemic #COVID #COVID19 #Pfizer @pfizer #vaccination #vaccine #Sinopharm  https://t.co/UjDdXGvDQt","Abu Dhabi, United Arab Emirate",,0,0,"['Morocco', 'Maroc', 'المغرب', 'Africa', 'NorthAfrica', 'pandemic', 'COVID', 'COVID19', 'Pfizer', 'vaccination', 'vaccine', 'Sinopharm']",373,False
3,2021-08-13 17:43:52+00:00,1426238084476129280,"Bicortical implant + caps given within 3 days to restore the chewing capacity from the missing side.
 Visit @JKDENTALORTHO for your one step dental solution.
#dentistinahmedabad #dentist #orthodontistinahmedabad #orthodontistinchandkheda #implantologist #vaccine #covid https://t.co/1n1HNBzdUe","Chandkheda, Ahmedabad, India",,1,2,"['dentistinahmedabad', 'dentist', 'orthodontistinahmedabad', 'orthodontistinchandkheda', 'implantologist', 'vaccine', 'covid']",554,False
4,2021-08-13 16:35:10+00:00,1426220797920636940,"This gives me hope. Sure, we are still not back to delivering all of the service but we will get there and we will be better than what was before lockdown 2020 4/4

#TSRTC #COVID #BetterByBus #BuildBackBetter",hyderabad,,1,3,"['TSRTC', 'COVID', 'BetterByBus', 'BuildBackBetter']",2321,False
5,2021-08-13 15:59:35+00:00,1426211841613570060,"Honoured to be Felicitated &amp; Recognised by the Commisioner of Police VC. Sajjanar Sir for COVID Related Work During the second wave and Interacting with the frontline Covid Police Warriors. 
#covid_19 #covid https://t.co/DlQLZp0DLp","Hyderabad, India",,323,3203,"['covid_19', 'covid']",1443882,True
6,2021-08-13 15:52:34+00:00,1426210074255532038,"Flight/passengers movement @aailbrairport #Lilabari #Airport on 13.08.2021

flight movement:
No. of #arrivals-01
No. of #departures-01
No. of ARR pax-23
No. of DEP pax-24
All #covid protocols &amp; safety precautions are being followed.@aairedner @AAI_Official","Lilabari , North Lakhimpur",,1,11,"['Lilabari', 'Airport', 'arrivals', 'departures', 'covid']",1534,True
7,2021-08-13 13:21:21+00:00,1426172023047290880,"LATEST

#KamalHassan’s #Vikram directed by #LokeshKanagaraj was supposed to start shooting on August 20 at Karaikudi

Now, due to the #COVID Rules, only if #Suriya’s #EtharkumThunindhavan shoot gets over on 20th,they can shoot there.

#Vikram shoot is expected to begin on Aug 21. https://t.co/d2gkkF4tiu","Guindy, Chennai",,5,32,"['KamalHassan', 'Vikram', 'LokeshKanagaraj', 'COVID', 'Suriya', 'EtharkumThunindhavan', 'Vikram']",8414,False
8,2021-08-13 10:03:56+00:00,1426122338458869761,"Loosing Hope on our Government, Now Safety of our citizens is best priority rather than economical down fall. We don’t know the Pain of loved one who lost the life due to Covid-19 until happen to us. So be safe and Almighty give quick recovery people who battling #COVID-19",Beruwala,,0,0,['COVID'],42,False
9,2021-08-13 08:33:35+00:00,1426099603217154048,@DTaumar 😅 ! Campus cafe - only place where I can go out till this #covid madness ends !,Mumbai,,0,1,['covid'],522,False
10,2021-08-13 05:07:58+00:00,1426047857467875334,"Buy with 100% fayda coins.
Buy Neurolent multivitamin capsules - a covid-19 treatment essential.💯
Get it for you or share your care. ✅🤝
Buy now in only 155 fayda coins 👍🪙https://t.co/Zzdha7MUiL

#buynow #purchase #shop #shopping #shopnow #product #covid #covidcare #covid_19 https://t.co/C4ZWh4Thp9","Indore, India",,0,1,"['buynow', 'purchase', 'shop', 'shopping', 'shopnow', 'product', 'covid', 'covidcare', 'covid_19']",51,False
11,2021-08-13 04:56:24+00:00,1426044946209857540,"Our little efforts,
These cute smiles

#charity #nonprofit #donate #love #community #covid #fundraising #support #help #volunteer #giveback #donation #fundraiser #education #ngo #dogood #hope #socialgood #children #instagood #donations #change #givingback #coronavirus #art #bhfyp https://t.co/MHud5Xqwrv",,,3,3,"['charity', 'nonprofit', 'donate', 'love', 'community', 'covid', 'fundraising', 'support', 'help', 'volunteer', 'giveback', 'donation', 'fundraiser', 'education', 'ngo', 'dogood', 'hope', 'socialgood', 'children', 'instagood', 'donations', 'change', 'givingback', 'coronavirus', 'art', 'bhfyp']",14,False
12,2021-08-13 03:16:08+00:00,1426019713025409029,"As #Covid has caused financial stress &amp; instability,  hence more cases of robbery, loot, fraud etc being coming out. People &amp; authorities need to stay more vigilant. 
@TheKeralaPolice @CMOKerala @iprdkerala https://t.co/oC6GKdz3q9","New Delhi, India",,0,0,['Covid'],98,False
13,2021-08-13 00:28:34+00:00,1425977542096293893,"@dfat told @AuSenate #Covid Cmmtee there are
38,523 #strandedAussies
AND 1078 Thailand
SO WHY DO WE HAVE 40000 and counting Australian Citizens IN THAILAND ALONE BEGGING FOR VACCINE IN THAILAND ALONE can they hop on a plane and come home NO they are stranded
#auspol
@KKeneally https://t.co/eeXycmnRfq",Cambodia,,7,3,"['Covid', 'strandedAussies', 'auspol']",2485,False
14,2021-08-13 23:51:31+00:00,1426330606779179013,"I have many dreams in life, but one of them is to officially work for the @NFL &amp; @Titans ! I almost had my chance last year, but #covid and I also think that @Lions are finally ummm waking up this season? Lol. Ayyy someone’s gotta say it.","Nashville, TN",,0,1,['covid'],3184,False
15,2021-08-13 23:45:05+00:00,1426328990806167562,"Gosh, appear to have missed the #ReinstatementDay of the #MAGAt. Also finding tv anchors begging this creep to save the nation from #Covid by coming forth to tell us all to get vaccinated really disgusting. https://t.co/D6sPw5MGlx","Columbus, Ohio",,0,2,"['ReinstatementDay', 'MAGAt', 'Covid']",3964,False
