,Datetime,Tweet Id,Content,Location,Retweeted Tweet,Retweeted Count,Like Count,Hashtags,Follower Count,Verified User
0,2021-06-24 19:42:49+00:00,1408148627923505152,@himantabiswa sir plz update today's #Covid summary,"Silchar, Assam, India",,0,0,['Covid'],21,False
1,2021-06-24 19:30:46+00:00,1408145592765665280,"Travelling abroad? Get your passport number on your Covid-19 vaccination certificate.
#TravelKiSecondInnings #TheTourPlanners #TourPlanners #TourPlannersIndia #vaccination #COVID19 #COVID #passport #passportready #coronavirus #tourism #traveling #travelabroad #travelagency #cowin https://t.co/PIDsDDCeiz","Patiala, Punjab",,1,0,"['TravelKiSecondInnings', 'TheTourPlanners', 'TourPlanners', 'TourPlannersIndia', 'vaccination', 'COVID19', 'COVID', 'passport', 'passportready', 'coronavirus', 'tourism', 'traveling', 'travelabroad', 'travelagency', 'cowin']",275,False
2,2021-06-24 17:38:54+00:00,1408117440689565700,Our Director @nanditapb will be a part of this panel hosted by @INBreakthrough for a critical discussion on the rights and voices of women domestic workers in light of the #covid #secondwaveindia. Register to attend: https://t.co/epzT87PxC6 https://t.co/5GPwYTSSqe,"New Delhi, India",,4,13,"['covid', 'secondwaveindia']",1500,False
3,2021-06-24 16:44:24+00:00,1408103726670237696,"With the addition of 9,844 new #COVID19 cases in #Maharashtra on Thursday, the state has reported a total of 60,07,431 #Covid cases, while 197 patients succumbed to the infection, the health department said. https://t.co/9QaPyK8QLu","Hyderabad, India",,0,6,"['COVID19', 'Maharashtra', 'Covid']",2342,False
4,2021-06-24 16:29:20+00:00,1408099933656260609,"No words to describe the Health Workers sacrifice and dedication. They are literally giving everything for the betterment of the Nation.
These health care workers are going out of their way to vaccinate citizens in rural and non transportation areas. Kudos 🙏
#Covid 
#healthcare https://t.co/OtQmlJzF4g",Hyderabad/India,,7,24,"['Covid', 'healthcare']",7623,False
5,2021-06-24 16:17:24+00:00,1408096932891820037,"2/2

GCC LAUNCHED NEW PORTAL TO SECURE VACCINE SLOTS IN ZONEWISE CENTRES. NOT COWIN BOOKING

LINK : https://t.co/Sw6WCTuDET
BY : @chennaicorp

#GCC #vaccine #Vaccination #TamilNadu #Spreadawareness #COVID #Covid_19 #COVID19India #covid19tamilnadu #Chennai #COVID19chennai #CoWin https://t.co/bA4FNeZtP3",,,1,0,"['GCC', 'vaccine', 'Vaccination', 'TamilNadu', 'Spreadawareness', 'COVID', 'Covid_19', 'COVID19India', 'covid19tamilnadu', 'Chennai', 'COVID19chennai', 'CoWin']",328,False
6,2021-06-24 16:16:42+00:00,1408096758102589440,"1/2

GCC LAUNCHED NEW PORTAL TO SECURE VACCINE SLOTS IN ZONEWISE CENTRES. NOT COWIN BOOKING

LINK : https://t.co/Sw6WCTuDET
BY : @chennaicorp

#GCC #vaccine #Vaccination #TamilNadu #Spreadawareness #COVID #Covid_19 #COVID19India #covid19tamilnadu #Chennai #COVID19chennai #CoWin https://t.co/4omX2N7925",,,1,0,"['GCC', 'vaccine', 'Vaccination', 'TamilNadu', 'Spreadawareness', 'COVID', 'Covid_19', 'COVID19India', 'covid19tamilnadu', 'Chennai', 'COVID19chennai', 'CoWin']",328,False
7,2021-06-24 16:05:02+00:00,1408093820906999822,"Covid Safety Posters. 

#Yes2print | #SSAssociates | #Coimbatore | #PromotionalProducts | #DigitalPrinting

Ph : 98433 18888 / 98433 18878

#covid #covidsafety #safetyfirst #safety #Covid19India #awarness #poster #branding #printing #yes2print #SunpackPrinting #uvflated https://t.co/EoUhgzoNCj","Coimbatore, Tamilnadu",,1,2,"['Yes2print', 'SSAssociates', 'Coimbatore', 'PromotionalProducts', 'DigitalPrinting', 'covid', 'covidsafety', 'safetyfirst', 'safety', 'Covid19India', 'awarness', 'poster', 'branding', 'printing', 'yes2print', 'SunpackPrinting', 'uvflated']",19,False
8,2021-06-24 15:32:22+00:00,1408085597755908100,"I thank our HCM @Naveen_Odisha for announcing the #Covid relief package of Rs 11 crore for 1.20 lakh #OMFED milk farmers.
@CMO_Odisha https://t.co/NWLbefpRd7","Bhubaneshwar, India",,3,11,"['Covid', 'OMFED']",760,False
9,2021-06-24 15:17:55+00:00,1408081962246410244,#MCGM #Covid-19 Updates #Mumbai https://t.co/NP6ktixQqy,"Maharashtra, India",,2,1,"['MCGM', 'Covid', 'Mumbai']",62,False
10,2021-06-24 15:06:55+00:00,1408079196614586379,"Is #Covid19 ends in #Hyderabad?Photo is from #CafeNiloufer,several seen without #Masks&amp;not maintainingPhysical #Distancing,what guidelines issued to hotel owners?if we ignored,it will become spreader of #covid in city,@hydcitypolice kindlyLookinto this.@CPHydCity @CoreenaSuares2 https://t.co/vtVHhuaN7N","Hyderabad, India",,1,9,"['Covid19', 'Hyderabad', 'CafeNiloufer', 'Masks', 'Distancing', 'covid']",447,False
11,2021-06-24 14:54:52+00:00,1408076163725942794,"Students will be given preference in all junior colleges on the basis of merit in CET.
 #CET #SSC #admissions #fyjc
 #education #internalassessment
 #Covid https://t.co/xbKdRXbOoJ","Malegaon, India",,0,1,"['CET', 'SSC', 'admissions', 'fyjc', 'education', 'internalassessment', 'Covid']",1064,False
12,2021-06-24 14:53:21+00:00,1408075779330641925,"How #Covid vaccine works ?
#VaccinationDrive 
#Covaxin 
#Covishield https://t.co/jtTkvqHAcx","Bhubaneswar, Odisha",,0,1,"['Covid', 'VaccinationDrive', 'Covaxin', 'Covishield']",131,False
