,Datetime,Tweet Id,Content,Location,Retweeted Tweet,Retweeted Count,Like Count,Hashtags,Follower Count,Verified User
0,2021-01-06 17:34:10+00:00,1346872701223256065,Details of #covid status in your district in Karnataka here https://t.co/9tjG4FPLa7,"Bengaluru, India",,0,2,['covid'],4102,True
1,2021-01-06 17:33:31+00:00,1346872538429734913,"784 fresh #covid cases in Karnataka on Tues with 6 deaths. Bluru had.437 new cases and 3 deaths.
134173 tests overall done. +vity rate: 0.58%. @ChitraSundaram7 @scooban @Amit_A_Tiwari @dr_asr @rameshraop @SunithaNahar","Bengaluru, India",,5,5,['covid'],4102,True
2,2021-01-06 14:54:22+00:00,1346832487448682497,"Pls don't extned ITR &amp; Audit Date Due on last day.

Do it now. Extend by just 28 days more to 28 Feb 2021. But notify now. 

Let people plan and work in #Covid without taking much risk #FMbeHumane 

@nsitharaman @IncomeTaxIndia","Mumbai, India",,434,467,"['Covid', 'FMbeHumane']",28450,False
3,2021-01-06 14:09:47+00:00,1346821265760215047,"Hoping that @CMOTamilNadu will ensure that cinema theatres would not become #MasterFilm #Covid clusters.
Health sec @RAKRI1 has said would deliberate it with the Revenue Dept regarding this. https://t.co/a4T41pmbZi",Hyderabad,,0,0,"['MasterFilm', 'Covid']",1612,False
4,2021-01-06 12:22:08+00:00,1346794177296740353,"A farmer Parminder Kaur prepares food for the protesting farmers at the Delhi-Haryana state border in Kundli (Singhu Border).
#delhi #asia #Farmer #woman #protest #bill #Justices #Coronavirus #COVID-19 https://t.co/NcdoZ4voGk",NEW DELHI,,0,15,"['delhi', 'asia', 'Farmer', 'woman', 'protest', 'bill', 'Justices', 'Coronavirus', 'COVID']",1074,False
5,2021-01-06 09:17:17+00:00,1346747656853307392,@bipolar_biped I think fear and anxiety of #Covid drives some into clouded thinking. Also I'm not sure if these physicians are pressured to do the wrong thing becoz they have to put something on the table for those around them to appreciate their roles.,"Kochi, Gods Own Country, India",,0,3,['Covid'],18408,False
6,2021-01-06 09:09:00+00:00,1346745571319701504,"#covid &amp; #senate IF last seat goes to #democrats huge correction across stock market within certain sectors

Irrespective #green #commodities will be the winners !! https://t.co/fJth5sw9TD",Protect & Save our 🌏,,0,10,"['covid', 'senate', 'democrats', 'green', 'commodities']",1800,False
7,2021-01-06 08:44:10+00:00,1346739321152425984,"Pandemic empties blue-hued Moroccan 🇲🇦 tourist town
#Morocco #Maroc #المغرب #Africa #NorthAfrica #Chefchaouen #travel #tourism #COVID #COVID19 #Coronavirus https://t.co/lbsrYJubdf via @nypost","Abu Dhabi, United Arab Emirate",,2,0,"['Morocco', 'Maroc', 'المغرب', 'Africa', 'NorthAfrica', 'Chefchaouen', 'travel', 'tourism', 'COVID', 'COVID19', 'Coronavirus']",373,False
8,2021-01-06 07:48:43+00:00,1346725367982252032,"@GoldmanSachs #supercycle view is predicated on how the world will recover from the #COVID-19 crisis with an emphasis on a #green #industrial #revolution and a policy focus on social need 

Andy Home | Article [AMP] | Reuters https://t.co/Mhl3QdDh49",Protect & Save our 🌏,,1,1,"['supercycle', 'COVID', 'green', 'industrial', 'revolution']",1800,False
9,2021-01-06 07:37:41+00:00,1346722593030733825,About time. ⬇️ #UK #Covid https://t.co/PaB3Y2s5sv,"Dubai, UAE",,0,4,"['UK', 'Covid']",19306,False
