,Datetime,Tweet Id,Content,Location,Retweeted Tweet,Retweeted Count,Like Count,Hashtags,Follower Count,Verified User
0,2021-07-11 18:21:30+00:00,1414288757033865225,"@RanaAyyub Be aware #Itlay , new dangerous varient of #Covid arriving soon in your country.",India,,0,0,"['Itlay', 'Covid']",9989,False
1,2021-07-11 15:58:37+00:00,1414252798791856133,Building immunity against #COVID by  getting first dose of #AstraZeneca #vaccinated https://t.co/7cvXyAi2Vs,Kuwait,,0,0,"['COVID', 'AstraZeneca', 'vaccinated']",61,False
2,2021-07-11 15:26:58+00:00,1414244836031406083,"Media Release 
Covid death figures reported today 11.07.2021
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/dfasNADo1b",Sri Lanka,,3,1,"['Srilankan', 'Srilanka', 'lka', 'Lanka', 'Ceylon', 'DGI', 'Government', 'Information', 'Department', 'News', 'infodprtsl', 'Coronavirus', 'Covid', 'Corona', 'Staysafe', 'Socialdistancing', 'Virus', 'Coronav', 'Pandemic']",16,False
3,2021-07-11 14:37:02+00:00,1414232267426189312,"20 districts in TamilNadu records NIL  #Covid fatalities today

Including #Chennai, #Trichy , #Madurai https://t.co/7vCKQCD3FR",Chennai,,2,12,"['Covid', 'Chennai', 'Trichy', 'Madurai']",10774,False
4,2021-07-11 14:33:29+00:00,1414231373628407810,"#paytm has failed to transfer #airticket cancellation amount, even after #airasia sends note to me that they have refunded the cancellation amount at the end of March 2021. The #FlightTicket was bought by me through #Paytm at the onset of #Covid in 2020. Shame #Paytm",,,0,0,"['paytm', 'airticket', 'airasia', 'FlightTicket', 'Paytm', 'Covid', 'Paytm']",27,False
5,2021-07-11 14:31:52+00:00,1414230966881579016,#Aviation chiefs warn over delays at #airports if #Covid passes not validated online https://t.co/BDgyMNTxUA #CovidTravel,SunnySideOfLife,,0,0,"['Aviation', 'airports', 'Covid', 'CovidTravel']",763,False
6,2021-07-11 13:38:43+00:00,1414217591720005644,"My birth place #Maungdaw is under shutdown since 2 days ago due to the #Covid 2nd wave. Not only in Maungdaw, almost every twon facing this critical situation and i have seen people out with oxygen cylinder to refill but O2 is not insufficient. Pray for #Myanmar 

#Covid2ndWave https://t.co/jEo7eOxV0Y",Bangladesh,,13,28,"['Maungdaw', 'Covid', 'Myanmar', 'Covid2ndWave']",1497,False
7,2021-07-11 13:04:38+00:00,1414209014171320329,#Anti-coagulant drug could treat COVID-19's emerging variants: New targetable site on the #COVID-19 spike protein discovered https://t.co/k5jlMhltEI @ICMRDELHI @DBTIndia @CSIR_IND,ahmedabad,,2,4,"['Anti', 'COVID']",12330,False
8,2021-07-11 13:04:04+00:00,1414208873054052354,"GED VACCINATED !!
@genesis_home_care_nursingsurat #nursinghome #nurse #nursing #seniorcare #caregiver #care #assistedliving #covid #eldercare #healthcare #elderlycare #seniorliving #elderly #nurses #homecare #seniors #dementia #hospital #love #caregiving #alzheimers #Covidcare https://t.co/h2MAxikjDK","GHOD DOD ROAD, SURAT",,0,2,"['nursinghome', 'nurse', 'nursing', 'seniorcare', 'caregiver', 'care', 'assistedliving', 'covid', 'eldercare', 'healthcare', 'elderlycare', 'seniorliving', 'elderly', 'nurses', 'homecare', 'seniors', 'dementia', 'hospital', 'love', 'caregiving', 'alzheimers', 'Covidcare']",24,False
9,2021-07-11 08:54:29+00:00,1414146061568942081,Finally! Took my first shot💉 of #SputnikV.Go grab yours and let’s fight #Covid together💪🙌 #GetVaccinated @sputnikvaccine @PMOIndia @KremlinRussia_E https://t.co/C2QZXT7O5X,,,0,1,"['SputnikV', 'Covid', 'GetVaccinated']",14,False
